year,domain,region,psu,strata,weight,hhsize,income,povline
2023,D02,R1,D02_P2,R1,85.74,5,9668.43,8007.27
2023,D02,R1,D02_P2,R1,97.68,4,14601.47,8007.27
2023,D02,R1,D02_P3,R1,93.79,2,16018.92,8007.27
2023,D02,R1,D02_P3,R1,82.73,3,12282.05,8007.27
2023,D02,R1,D02_P3,R1,114.6,1,12824.87,8007.27
2023,D02,R1,D02_P3,R1,86.81,2,22572.66,8007.27
2023,D02,R1,D02_P3,R1,115.16,1,16419.3,8007.27
2023,D02,R1,D02_P3,R1,118.67,4,14514.2,8007.27
2023,D02,R1,D02_P3,R1,100.82,2,12948.46,8007.27
2023,D02,R1,D02_P3,R1,109.87,1,29750.61,8007.27
2023,D02,R1,D02_P4,R1,109.48,2,9757.68,8007.27
2023,D02,R1,D02_P4,R1,88.31,4,16414.35,8007.27
2023,D02,R1,D02_P4,R1,103.37,2,16509.07,8007.27
2023,D02,R1,D02_P4,R1,100.35,3,30189.74,8007.27
2023,D02,R1,D02_P4,R1,90.69,5,12682.81,8007.27
2023,D02,R1,D02_P4,R1,92.12,4,7813.21,8007.27
2023,D02,R1,D02_P4,R1,98.86,2,7328.87,8007.27
2023,D02,R1,D02_P4,R1,83.29,4,18402.3,8007.27
2023,D02,R1,D02_P5,R1,85.77,2,8473.27,8007.27
2023,D02,R1,D02_P5,R1,102.61,2,16104.38,8007.27
2023,D02,R1,D02_P5,R1,108.54,3,35580.55,8007.27
2023,D02,R1,D02_P5,R1,86.13,3,17236.58,8007.27
2023,D02,R1,D02_P5,R1,85.53,1,16861.83,8007.27
2023,D02,R1,D02_P5,R1,104.72,6,44617.05,8007.27
2023,D02,R1,D02_P5,R1,95.64,2,7930.86,8007.27
2023,D02,R1,D02_P5,R1,89.26,4,9014.35,8007.27
2023,D02,R1,D02_P6,R1,81.94,4,14775.73,8007.27
2023,D02,R1,D02_P6,R1,107.13,2,4399.84,8007.27
2023,D02,R1,D02_P6,R1,94.75,1,12892.04,8007.27
2023,D02,R1,D02_P6,R1,89.99,3,24614.32,8007.27
2023,D02,R1,D02_P6,R1,92.8,3,9277.6,8007.27
2023,D02,R1,D02_P6,R1,101.43,2,18309.56,8007.27
2023,D02,R1,D02_P6,R1,84.4,4,14293.54,8007.27
2023,D02,R1,D02_P6,R1,88.04,3,7187.28,8007.27
2022,D03,R1,D03_P1,R1,82.2,1,4712.71,7860.87
2022,D03,R1,D03_P1,R1,117.96,1,5589.22,7860.87
2022,D03,R1,D03_P1,R1,100.71,3,9778.42,7860.87
2022,D03,R1,D03_P1,R1,115.01,3,5845.79,7860.87
2022,D03,R1,D03_P1,R1,114.79,3,2432.55,7860.87
2022,D03,R1,D03_P1,R1,93.38,1,7097.46,7860.87
2022,D03,R1,D03_P1,R1,104.52,2,4404.66,7860.87
2022,D03,R1,D03_P1,R1,98.95,4,2221.85,7860.87
2022,D03,R1,D03_P2,R1,96.41,2,7706.41,7860.87
2022,D03,R1,D03_P2,R1,119.98,3,10028.67,7860.87
2022,D03,R1,D03_P2,R1,117.24,2,6939.45,7860.87
2022,D03,R1,D03_P2,R1,106.57,3,7674.22,7860.87
2022,D03,R1,D03_P2,R1,109.72,1,4590.96,7860.87
2022,D03,R1,D03_P2,R1,109.96,3,4337.71,7860.87
2022,D03,R1,D03_P2,R1,104.23,1,3011.53,7860.87
2022,D03,R1,D03_P2,R1,118.38,2,2728.2,7860.87
2022,D03,R1,D03_P3,R1,108.21,1,7816.67,7860.87
2022,D03,R1,D03_P3,R1,89.02,2,2805.91,7860.87
2022,D03,R1,D03_P3,R1,88.97,3,2978.1,7860.87
2022,D03,R1,D03_P3,R1,113.0,3,4074.26,7860.87
2022,D03,R1,D03_P3,R1,84.49,4,3426.17,7860.87
2022,D03,R1,D03_P3,R1,113.01,5,2660.17,7860.87
2022,D03,R1,D03_P3,R1,100.3,3,5503.11,7860.87
2022,D03,R1,D03_P3,R1,89.44,1,6155.46,7860.87
2022,D03,R1,D03_P4,R1,117.45,1,10520.11,7860.87
2022,D03,R1,D03_P4,R1,80.21,3,3013.03,7860.87
2022,D03,R1,D03_P4,R1,107.35,4,5197.25,7860.87
2022,D03,R1,D03_P4,R1,107.37,2,3788.89,7860.87
2022,D03,R1,D03_P4,R1,106.46,1,8471.31,7860.87
2022,D03,R1,D03_P4,R1,112.38,2,6919.09,7860.87
2022,D03,R1,D03_P4,R1,109.62,3,11506.51,7860.87
2022,D03,R1,D03_P4,R1,101.81,1,5545.68,7860.87
2022,D03,R1,D03_P5,R1,106.91,1,8599.53,7860.87
2022,D03,R1,D03_P5,R1,93.56,4,4034.15,7860.87
2022,D03,R1,D03_P5,R1,105.98,2,3891.38,7860.87
2022,D03,R1,D03_P5,R1,98.95,3,6038.31,7860.87
2022,D03,R1,D03_P5,R1,82.47,4,6346.04,7860.87
2022,D03,R1,D03_P5,R1,106.87,2,7331.97,7860.87
2022,D03,R1,D03_P5,R1,99.64,4,10047.52,7860.87
2022,D03,R1,D03_P5,R1,104.74,3,9723.04,7860.87
2022,D03,R1,D03_P6,R1,86.13,4,11202.23,7860.87
2022,D03,R1,D03_P6,R1,102.13,1,2552.39,7860.87
2022,D03,R1,D03_P6,R1,83.77,2,4214.87,7860.87
2022,D03,R1,D03_P6,R1,81.92,5,5252.64,7860.87
2022,D03,R1,D03_P6,R1,111.83,4,4997.16,7860.87
2022,D03,R1,D03_P6,R1,88.15,2,7767.43,7860.87
2022,D03,R1,D03_P6,R1,93.59,3,4223.3,7860.87
2022,D03,R1,D03_P6,R1,105.68,3,3442.93,7860.87
2023,D03,R1,D03_P1,R1,101.96,2,9658.47,8007.27
2023,D03,R1,D03_P1,R1,95.72,2,4192.8,8007.27
2023,D03,R1,D03_P1,R1,91.14,6,3458.14,8007.27
2023,D03,R1,D03_P1,R1,83.86,5,3836.89,8007.27
2023,D03,R1,D03_P1,R1,93.59,2,6385.51,8007.27
2023,D03,R1,D03_P1,R1,117.7,2,3141.07,8007.27
2023,D03,R1,D03_P1,R1,96.41,4,7349.56,8007.27
2023,D03,R1,D03_P1,R1,87.8,2,4631.01,8007.27
2023,D03,R1,D03_P2,R1,92.43,1,7159.71,8007.27
2023,D03,R1,D03_P2,R1,84.43,5,13503.05,8007.27
2023,D03,R1,D03_P2,R1,111.5,1,6569.73,8007.27
2023,D03,R1,D03_P2,R1,85.99,5,3823.22,8007.27
2023,D03,R1,D03_P2,R1,89.11,3,2233.84,8007.27
2023,D03,R1,D03_P2,R1,100.42,3,4570.91,8007.27
2023,D03,R1,D03_P2,R1,80.65,2,6487.19,8007.27
2023,D03,R1,D03_P2,R1,89.77,4,9385.71,8007.27
2023,D03,R1,D03_P3,R1,104.41,3,4209.59,8007.27
2023,D03,R1,D03_P3,R1,96.81,2,11589.32,8007.27
2023,D03,R1,D03_P3,R1,82.18,3,3292.54,8007.27
2023,D03,R1,D03_P3,R1,87.18,2,6048.2,8007.27
2023,D03,R1,D03_P3,R1,87.87,2,10021.84,8007.27
2023,D03,R1,D03_P3,R1,99.55,3,6096.21,8007.27
2023,D03,R1,D03_P3,R1,82.47,2,2383.81,8007.27
2023,D03,R1,D03_P3,R1,119.18,4,4158.3,8007.27
2023,D03,R1,D03_P4,R1,103.56,1,10369.03,8007.27
2023,D03,R1,D03_P4,R1,110.41,1,14639.79,8007.27
2023,D03,R1,D03_P4,R1,83.32,2,7347.63,8007.27
2023,D03,R1,D03_P4,R1,85.44,5,7581.86,8007.27
2023,D03,R1,D03_P4,R1,119.48,1,5258.27,8007.27
2023,D03,R1,D03_P4,R1,89.96,2,12272.89,8007.27
2023,D03,R1,D03_P4,R1,98.39,2,9223.36,8007.27
2023,D03,R1,D03_P4,R1,102.94,2,7262.55,8007.27
2023,D03,R1,D03_P5,R1,116.84,1,6888.06,8007.27
2023,D03,R1,D03_P5,R1,83.92,6,4215.17,8007.27
2023,D03,R1,D03_P5,R1,111.74,1,2593.71,8007.27
2023,D03,R1,D03_P5,R1,81.5,1,9274.67,8007.27
2023,D03,R1,D03_P5,R1,99.61,1,15723.26,8007.27
2023,D03,R1,D03_P5,R1,112.75,4,7671.39,8007.27
2023,D03,R1,D03_P5,R1,96.98,1,4072.67,8007.27
2023,D03,R1,D03_P5,R1,82.99,1,3976.56,8007.27
2023,D03,R1,D03_P6,R1,109.7,1,7768.09,8007.27
2023,D03,R1,D03_P6,R1,113.2,3,4895.9,8007.27
2023,D03,R1,D03_P6,R1,83.71,1,8662.47,8007.27
2023,D03,R1,D03_P6,R1,98.13,1,3402.16,8007.27
2023,D03,R1,D03_P6,R1,100.13,3,9922.71,8007.27
2023,D03,R1,D03_P6,R1,86.17,3,6545.41,8007.27
2023,D03,R1,D03_P6,R1,92.77,3,5629.97,8007.27
2023,D03,R1,D03_P6,R1,100.88,2,2114.98,8007.27
2022,D04,R1,D04_P1,R1,86.33,2,8817.83,7860.87
2022,D04,R1,D04_P1,R1,118.22,1,5669.51,7860.87
2022,D04,R1,D04_P1,R1,100.39,1,11620.39,7860.87
2022,D04,R1,D04_P1,R1,106.4,3,11760.84,7860.87
2022,D04,R1,D04_P1,R1,95.54,1,8916.37,7860.87
2022,D04,R1,D04_P1,R1,101.2,1,20179.17,7860.87
2022,D04,R1,D04_P1,R1,111.26,3,5855.36,7860.87
2022,D04,R1,D04_P1,R1,99.17,3,23202.09,7860.87
2022,D04,R1,D04_P2,R1,81.63,4,17902.05,7860.87
2022,D04,R1,D04_P2,R1,95.01,2,14229.76,7860.87
2022,D04,R1,D04_P2,R1,102.8,3,13648.59,7860.87
2022,D04,R1,D04_P2,R1,90.52,1,4980.69,7860.87
2022,D04,R1,D04_P2,R1,106.54,2,10340.4,7860.87
2022,D04,R1,D04_P2,R1,99.77,4,10863.33,7860.87
2022,D04,R1,D04_P2,R1,82.97,4,21592.81,7860.87
2022,D04,R1,D04_P2,R1,102.0,2,9936.38,7860.87
2022,D04,R1,D04_P3,R1,108.68,2,11162.76,7860.87
2022,D04,R1,D04_P3,R1,93.58,2,6294.66,7860.87
2022,D04,R1,D04_P3,R1,113.6,3,4487.74,7860.87
2022,D04,R1,D04_P3,R1,89.47,3,7828.41,7860.87
2022,D04,R1,D04_P3,R1,90.29,3,8536.14,7860.87
2022,D04,R1,D04_P3,R1,108.5,5,6090.71,7860.87
2022,D04,R1,D04_P3,R1,117.53,2,13105.05,7860.87
2022,D04,R1,D04_P3,R1,110.66,3,7819.19,7860.87
2022,D04,R1,D04_P4,R1,82.27,4,4074.71,7860.87
2022,D04,R1,D04_P4,R1,92.14,3,8590.21,7860.87
2022,D04,R1,D04_P4,R1,114.97,3,10931.43,7860.87
2022,D04,R1,D04_P4,R1,83.54,2,8767.02,7860.87
2022,D04,R1,D04_P4,R1,95.75,3,7236.08,7860.87
2022,D04,R1,D04_P4,R1,107.81,2,6741.16,7860.87
2022,D04,R1,D04_P4,R1,92.76,3,16614.35,7860.87
2022,D04,R1,D04_P4,R1,85.51,2,8317.38,7860.87
2022,D04,R1,D04_P5,R1,110.11,1,7118.77,7860.87
2022,D04,R1,D04_P5,R1,98.5,3,3510.15,7860.87
2022,D04,R1,D04_P5,R1,96.74,2,4550.23,7860.87
2022,D04,R1,D04_P5,R1,105.69,1,9866.59,7860.87
2022,D04,R1,D04_P5,R1,86.25,5,5852.14,7860.87
2022,D04,R1,D04_P5,R1,82.93,1,7733.58,7860.87
2022,D04,R1,D04_P5,R1,100.2,2,7844.18,7860.87
2022,D04,R1,D04_P5,R1,118.29,1,5441.64,7860.87
2022,D04,R1,D04_P6,R1,106.84,4,7499.22,7860.87
2022,D04,R1,D04_P6,R1,99.08,2,9119.23,7860.87
2022,D04,R1,D04_P6,R1,109.89,4,13008.93,7860.87
2022,D04,R1,D04_P6,R1,83.16,3,25055.65,7860.87
2022,D04,R1,D04_P6,R1,115.28,2,13123.74,7860.87
2022,D04,R1,D04_P6,R1,119.48,1,16976.57,7860.87
2022,D04,R1,D04_P6,R1,93.19,3,20137.09,7860.87
2022,D04,R1,D04_P6,R1,98.66,3,9895.22,7860.87
2023,D04,R1,D04_P1,R1,91.4,5,6693.09,8007.27
2023,D04,R1,D04_P1,R1,99.58,2,6469.0,8007.27
2023,D04,R1,D04_P1,R1,91.24,2,4854.61,8007.27
2023,D04,R1,D04_P1,R1,103.45,2,5457.29,8007.27
2023,D04,R1,D04_P1,R1,98.4,2,8942.52,8007.27
2023,D04,R1,D04_P1,R1,102.82,3,19925.97,8007.27
2023,D04,R1,D04_P1,R1,108.95,2,13667.5,8007.27
2023,D04,R1,D04_P1,R1,94.47,4,11600.68,8007.27
2023,D04,R1,D04_P2,R1,105.34,1,8701.89,8007.27
2023,D04,R1,D04_P2,R1,96.64,5,11210.77,8007.27
2023,D04,R1,D04_P2,R1,95.79,2,7557.95,8007.27
2023,D04,R1,D04_P2,R1,94.79,3,16993.66,8007.27
2023,D04,R1,D04_P2,R1,95.17,4,12210.64,8007.27
2023,D04,R1,D04_P2,R1,89.1,1,16630.95,8007.27
2023,D04,R1,D04_P2,R1,80.4,2,6589.11,8007.27
2023,D04,R1,D04_P2,R1,108.38,4,20046.58,8007.27
2023,D04,R1,D04_P3,R1,106.42,4,9058.88,8007.27
2023,D04,R1,D04_P3,R1,113.52,2,7449.47,8007.27
2023,D04,R1,D04_P3,R1,103.86,4,6917.75,8007.27
2023,D04,R1,D04_P3,R1,92.98,1,17316.31,8007.27
2023,D04,R1,D04_P3,R1,92.67,3,9424.64,8007.27
2023,D04,R1,D04_P3,R1,81.98,2,4280.65,8007.27
2023,D04,R1,D04_P3,R1,111.51,2,4331.73,8007.27
2023,D04,R1,D04_P3,R1,85.51,1,10149.64,8007.27
2023,D04,R1,D04_P4,R1,91.02,1,14147.75,8007.27
2023,D04,R1,D04_P4,R1,104.88,2,5638.76,8007.27
2023,D04,R1,D04_P4,R1,100.7,5,11514.87,8007.27
2023,D04,R1,D04_P4,R1,85.94,5,5228.28,8007.27
2023,D04,R1,D04_P4,R1,94.14,1,5143.04,8007.27
2023,D04,R1,D04_P4,R1,117.07,3,12942.71,8007.27
2023,D04,R1,D04_P4,R1,100.23,2,14541.29,8007.27
2023,D04,R1,D04_P4,R1,97.44,4,12018.23,8007.27
2023,D04,R1,D04_P5,R1,85.8,5,2774.13,8007.27
2023,D04,R1,D04_P5,R1,102.9,1,6762.81,8007.27
2023,D04,R1,D04_P5,R1,116.3,2,4953.89,8007.27
2023,D04,R1,D04_P5,R1,114.89,4,5473.7,8007.27
2023,D04,R1,D04_P5,R1,94.56,4,7938.07,8007.27
2023,D04,R1,D04_P5,R1,88.36,1,6354.81,8007.27
2023,D04,R1,D04_P5,R1,92.85,2,5677.62,8007.27
2023,D04,R1,D04_P5,R1,107.15,1,9862.38,8007.27
2023,D04,R1,D04_P6,R1,81.09,3,18977.57,8007.27
2023,D04,R1,D04_P6,R1,117.87,3,21271.25,8007.27
2023,D04,R1,D04_P6,R1,89.26,2,21780.03,8007.27
2023,D04,R1,D04_P6,R1,102.77,4,7766.87,8007.27
2023,D04,R1,D04_P6,R1,104.62,3,9133.59,8007.27
2023,D04,R1,D04_P6,R1,87.88,2,14067.6,8007.27
2023,D04,R1,D04_P6,R1,88.45,4,14465.05,8007.27
2023,D04,R1,D04_P6,R1,101.53,1,12568.25,8007.27
2022,D05,R1,D05_P1,R1,112.79,3,10010.39,7860.87
2022,D05,R1,D05_P1,R1,91.18,2,27966.01,7860.87
2022,D05,R1,D05_P1,R1,103.56,1,14475.18,7860.87
2022,D05,R1,D05_P1,R1,111.96,2,11758.28,7860.87
2022,D05,R1,D05_P1,R1,114.02,2,14321.55,7860.87
2022,D05,R1,D05_P2,R1,117.83,2,10170.75,7860.87
2022,D05,R1,D05_P2,R1,90.1,1,11259.4,7860.87
2022,D05,R1,D05_P2,R1,112.4,1,9555.64,7860.87
2022,D05,R1,D05_P2,R1,83.64,2,14562.89,7860.87
2022,D05,R1,D05_P2,R1,88.2,2,8688.43,7860.87
2022,D05,R1,D05_P3,R1,83.22,2,14003.01,7860.87
2022,D05,R1,D05_P3,R1,100.91,1,26372.21,7860.87
2022,D05,R1,D05_P3,R1,86.15,2,9382.24,7860.87
2022,D05,R1,D05_P3,R1,94.4,3,40073.95,7860.87
2022,D05,R1,D05_P3,R1,89.38,4,13500.9,7860.87
2023,D05,R1,D05_P1,R1,102.09,1,13285.71,8007.27
2023,D05,R1,D05_P1,R1,105.97,1,20135.93,8007.27
2023,D05,R1,D05_P1,R1,113.61,3,39650.77,8007.27
2023,D05,R1,D05_P1,R1,95.67,1,9155.16,8007.27
2023,D05,R1,D05_P1,R1,113.92,3,7732.97,8007.27
2023,D05,R1,D05_P2,R1,107.44,2,10757.12,8007.27
2023,D05,R1,D05_P2,R1,80.5,2,11543.74,8007.27
2023,D05,R1,D05_P2,R1,112.09,1,10274.84,8007.27
2023,D05,R1,D05_P2,R1,97.08,3,23690.43,8007.27
2023,D05,R1,D05_P2,R1,107.53,2,4402.76,8007.27
2023,D05,R1,D05_P3,R1,113.79,2,30447.44,8007.27
